"YEAR","MFR","MODEL","TYPE","HP","CYLINDERS","TRANSMISSION","NUM_GEARS","DRIVETRAIN","CURBWEIGHT","AXELRATIO","NVRATIO","SIL","THC","CO","CO2","NOx","MPG","AFTERTREATMENT_DEVICE"
2011,"Nissan","INFINITI M37 Base","Car",330,6,"Semi-Automatic",7,"2-Wheel Drive, Rear",4250,3.36,32.4,"Not eqipped",0.0076,0.1627,249,0.0057,35.8,
2011,"Nissan","INFINITI M37 Base","Car",330,6,"Semi-Automatic",7,"2-Wheel Drive, Rear",4250,3.36,32.4,"Not eqipped",0.0106,0.1636,250,0.0086,35.6,
2011,"Nissan","INFINITI FX50 AWD","Truck",390,,"Semi-Automatic",7,"All Wheel Drive",5000,3.54,31.3,"Not eqipped",0.0027,0.1642,338,0.0043,26.3,
2011,"Nissan","NISSAN ALTIMA 3.5 SR","Both",270,6,"Continuously Variable",1,"2-Wheel Drive, Front",3750,4.88,28.4,"Not eqipped",0.0013,0.1648,237,0.0072,37.5,"Three-way catalyst"
2011,"Nissan","INFINITI M37 Base","Car",330,6,"Semi-Automatic",7,"2-Wheel Drive, Rear",4250,3.36,32.4,"Not eqipped",0.0049,0.1653,249,0.0038,35.8,
2011,"Nissan","TITAN 4WD Crew Cab LE SWB","Truck",317,8,"Automatic",5,"4-Wheel Drive",6000,3.36,29.9,"Not eqipped",0.0031,0.1661,389,0.0144,22.9,"Three-way catalyst"
2011,"Nissan","INFINITI M37X Base","Car",330,6,"Semi-Automatic",7,"All Wheel Drive",4500,3.36,32.9,"Not eqipped",0.0053,0.1697,267,0.009,33.4,
2011,"Nissan","INFINITI EX35 AWD Journey","Car",297,6,"Semi-Automatic",7,"All Wheel Drive",4250,3.13,30.2,"Not eqipped",0.0015,0.1701,275,0.0045,32.4,"Three-way catalyst"
2011,"Nissan","NISSAN CUBE 1.8 SL","Car",122,4,"Continuously Variable",1,"2-Wheel Drive, Front",3125,5.47,33.7,"Not eqipped",0.0059101,0.1708374,202.8505994,0.0307274,43.7,"Three-way catalyst"
2011,"Nissan","NISSAN XTERRA 2WD S","Truck",261,6,"Automatic",5,"2-Wheel Drive, Rear",4500,2.94,28.1,"Not eqipped",0.0015,0.172,293,0.0053,30.3,"Three-way catalyst"
2011,"Nissan","INFINITI FX35 AWD","Both",300,,"Semi-Automatic",7,"All Wheel Drive",4750,3.69,32.8,"Not eqipped",0.0034,0.1724,302,0.0046,29.4,
2011,"Nissan","NISSAN ALTIMA 3.5 SR","Car",270,6,"Continuously Variable",1,"2-Wheel Drive, Front",3750,4.88,28.4,"Not eqipped",0.0018,0.1731,237,0.0156,37.5,"Three-way catalyst"
2011,"Nissan","NISSAN ALTIMA 3.5 SR","Both",270,6,"Manual",6,"2-Wheel Drive, Front",3625,4.13,34.1,"Not eqipped",0.002,0.1759,235,0.0149,37.9,"Three-way catalyst"
2011,"Nissan","INFINITI G37 sedan Journey","Car",326,6,"Semi-Automatic",7,"2-Wheel Drive, Rear",4000,3.36,33.6,"Not eqipped",0.0092,0.1763,239,0.0244,37.2,
2011,"Nissan","NISSAN FRONTIER KING CAB PRO-4X 4X4","Truck",261,6,"Manual",6,"4-Wheel Drive",4750,3.69,31.3,"Not eqipped",0.0077,0.1764,338,0.004,26.3,"Three-way catalyst"
2011,"Nissan","NISSAN FRONTIER KING CAB SE 4X4","Truck",261,6,"Manual",6,"4-Wheel Drive",4750,3.54,31.1,"Not eqipped",0.0063,0.1766,325,0.0028,27.4,"Three-way catalyst"
2011,"Nissan","NISSAN FRONTIER KING CAB SE 4X4","Truck",261,6,"Manual",6,"2-Wheel Drive, Rear",4750,3.54,31.1,"Not eqipped",0.0063,0.1766,325,0.0028,27.4,"Three-way catalyst"
2011,"Nissan","NISSAN MAXIMA 4-DOOR SEDAN 3.5S","Car",290,,"Continuously Variable",1,"2-Wheel Drive, Front",3875,5.17,29.4,"Not eqipped",0.0018,0.1829,248,0.0153,35.8,
2011,"Nissan","NISSAN FRONTIER KING CAB SE 4X4","Truck",261,6,"Manual",6,"4-Wheel Drive",4750,3.54,31.1,"Not eqipped",0.0062,0.1839,325,0.0011,27.4,"Three-way catalyst"
2011,"Nissan","NISSAN FRONTIER KING CAB SE 4X4","Truck",261,6,"Manual",6,"2-Wheel Drive, Rear",4750,3.54,31.1,"Not eqipped",0.0062,0.1839,325,0.0011,27.4,"Three-way catalyst"
2011,"Nissan","INFINITI M37X Base","Car",330,6,"Semi-Automatic",7,"All Wheel Drive",4500,3.36,32.9,"Not eqipped",0.0071,0.185,268,0.0099,33.2,
2011,"Nissan","NISSAN 370Z ROADSTER Touring","Car",332,6,"Manual",6,"2-Wheel Drive, Rear",3625,3.69,38.3,"Not eqipped",0.0048,0.1859,246,0.0198,36.2,
2011,"Nissan","INFINITI EX35 AWD Journey","Car",297,6,"Semi-Automatic",7,"All Wheel Drive",4250,3.13,30.2,"Not eqipped",0.0027,0.1917,273,0.0038,32.6,"Three-way catalyst"
2011,"Nissan","INFINITI FX35 AWD","Both",300,,"Semi-Automatic",7,"All Wheel Drive",4750,3.69,32.9,"Not eqipped",0.0036,0.1923,297,0.0061,29.9,
2011,"Nissan","NISSAN ALTIMA 3.5 SR","Car",270,6,"Manual",6,"2-Wheel Drive, Front",3625,4.13,34.1,"Not eqipped",0.001,0.1923,233,0.0074,38.2,"Three-way catalyst"
2011,"Nissan","NISSAN FRONTIER KING CAB SE 4X4","Truck",261,6,"Manual",6,"4-Wheel Drive",4750,3.54,31.1,"Not eqipped",0.0067,0.1986,328,0.0036,27.1,"Three-way catalyst"
2011,"Nissan","NISSAN CUBE 1.8 S","Car",122,4,"Manual",6,"2-Wheel Drive, Front",3125,3.93,45.9,"Not eqipped",0.0048,0.1994,214,0.0025,41.6,"Three-way catalyst"
2011,"Nissan","INFINITI M37X Base","Car",330,6,"Semi-Automatic",7,"All Wheel Drive",4500,3.36,32.9,"Not eqipped",0.0028,0.2002,265,0.0029,33.6,
2011,"Nissan","INFINITI M37X Base","Car",330,6,"Semi-Automatic",7,"All Wheel Drive",4500,3.36,32.9,"Not eqipped",0.0083,0.203,267,0.0024,33.4,
2011,"Nissan","NISSAN 370Z ROADSTER Touring","Car",332,6,"Manual",6,"2-Wheel Drive, Rear",3625,3.69,38.2,"Not eqipped",0.0047,0.2084,249,0.0298,35.7,
2011,"Nissan","NISSAN SENTRA 2.0","Car",140,4,"Manual",6,"2-Wheel Drive, Front",3250,3.93,42.8,"Not eqipped",0.004,0.2095,206,0.0045,43.2,"Three-way catalyst"
2011,"Nissan","NISSAN ALTIMA 3.5 SR","Car",270,6,"Manual",6,"2-Wheel Drive, Front",3625,4.13,34.1,"Not eqipped",0.001,0.2118,232,0.0137,38.3,"Three-way catalyst"
2011,"Nissan","INFINITI M37X Base","Car",330,6,"Semi-Automatic",7,"All Wheel Drive",4500,3.36,32.9,"Not eqipped",0.0082,0.2156,267,0.0078,33.3,
2011,"Nissan","INFINITI QX56 2WD","Truck",400,8,"Semi-Automatic",7,"2-Wheel Drive, Rear",6000,2.94,23.8,"Not eqipped",0.0152,0.2158,317,0.0066,28.1,"Three-way catalyst"
2011,"Nissan","INFINITI QX56 4WD","Truck",400,8,"Semi-Automatic",7,"4-Wheel Drive",6000,2.94,23.8,"Not eqipped",0.0119,0.2183,330,0.0089,27,"Three-way catalyst"
2011,"Nissan","NISSAN 370Z ROADSTER Touring","Car",332,6,"Manual",6,"2-Wheel Drive, Rear",3625,3.69,38.2,"Not eqipped",0.0035,0.2189,248,0.0144,35.9,
2011,"Nissan","INFINITI FX35 AWD","Both",300,,"Semi-Automatic",7,"All Wheel Drive",4750,3.69,32.9,"Not eqipped",0.0016,0.2196,299,0.0058,29.7,
2011,"Nissan","NISSAN ALTIMA 3.5 SR","Car",270,6,"Continuously Variable",1,"2-Wheel Drive, Front",3750,4.88,28.4,"Not eqipped",0.0018,0.2196,238,0.0062,37.4,"Three-way catalyst"
2011,"Nissan","NISSAN 370Z ROADSTER Touring","Car",332,6,"Manual",6,"2-Wheel Drive, Rear",3625,3.69,38.3,"Not eqipped",0.0034,0.2258,247,0.0159,36,
2011,"Nissan","INFINITI QX56 4WD","Truck",400,8,"Semi-Automatic",7,"4-Wheel Drive",6000,2.94,24,"Not eqipped",0.0126,0.2276,336,0.0059,26.5,"Three-way catalyst"
2011,"Nissan","INFINITI G37 sedan Journey","Car",326,6,"Semi-Automatic",7,"2-Wheel Drive, Rear",4000,3.36,33.4,"Not eqipped",0.0102,0.2318,245,0.0182,36.3,
2011,"Nissan","INFINITI M37 Base","Car",330,6,"Semi-Automatic",7,"2-Wheel Drive, Rear",4250,3.36,32.4,"Not eqipped",0.0082,0.2328,249,0.0065,35.8,
2011,"Nissan","INFINITI QX56 4WD","Truck",400,8,"Semi-Automatic",7,"4-Wheel Drive",6000,2.94,24,"Not eqipped",0.0087,0.2338,336,0.0036,26.5,"Three-way catalyst"
2011,"Nissan","INFINITI QX56 4WD","Truck",400,8,"Semi-Automatic",7,"4-Wheel Drive",6000,2.94,24,"Not eqipped",0.0133,0.2439,328,0.0063,27.2,"Three-way catalyst"
2011,"Nissan","INFINITI QX56 4WD","Truck",400,8,"Semi-Automatic",7,"4-Wheel Drive",6000,2.94,23.8,"Not eqipped",0.0156,0.2472,329,0.0055,27.1,"Three-way catalyst"
2011,"Nissan","NISSAN CUBE 1.8 SL","Car",122,4,"Continuously Variable",1,"2-Wheel Drive, Front",3125,5.47,33.6,"Not eqipped",0.0059,0.2526,204,0.0132,43.6,"Three-way catalyst"
2011,"Nissan","NISSAN 370Z ROADSTER Touring","Car",332,6,"Manual",6,"2-Wheel Drive, Rear",3750,3.69,38.3,"Not eqipped",0.0063,0.2777,255,0.0386,34.9,
2011,"Nissan","NISSAN ROGUE AWD SV","Both",170,4,"Continuously Variable",1,"All Wheel Drive",3875,5.8,28.9,"Not eqipped",0.0011,0.3064,252,0.0097,35.4,"Three-way catalyst"
2011,"Nissan","INFINITI QX56 4WD","Truck",400,8,"Semi-Automatic",7,"4-Wheel Drive",6000,2.94,23.8,"Not eqipped",0.0197,0.3536,329,0.0028,27.1,"Three-way catalyst"
2011,"Nissan","INFINITI QX56 2WD","Truck",400,8,"Semi-Automatic",7,"2-Wheel Drive, Rear",6000,2.94,24,"Not eqipped",0.0206,0.3754,326,0.0037,27.3,"Three-way catalyst"
2011,"Nissan","INFINITI G37 sedan Sport 6MT","Car",326,6,"Manual",6,"2-Wheel Drive, Rear",4000,3.69,37.8,"Not eqipped",0.0084,0.38,253,0.0082,35.1,
2011,"Nissan","INFINITI G37 CONVERTIBLE Sport 6MT","Car",325,6,"Manual",6,"2-Wheel Drive, Rear",4500,3.92,40.1,"Not eqipped",,,,,32.9,
2011,"Nissan","FRONTIER KING CAB XE","Truck",152,4,"Manual",5,"2-Wheel Drive, Rear",4000,4.36,40.4,"Not eqipped",,,,,32.1,"Three-way catalyst"
2011,"Nissan","FRONTIER KING CAB XE","Truck",152,4,"Automatic",5,"2-Wheel Drive, Rear",4000,3.92,37.5,"Not eqipped",,,,,30.6,"Three-way catalyst"
2011,"Nissan","NISSAN LEAF UPR","Car",107,,"Other",1,"2-Wheel Drive, Front",3750,7.94,111.1,"Not eqipped",,,,,130.6,
2011,"Nissan","NISSAN LEAF UPR","Car",107,,"Other",1,"2-Wheel Drive, Front",3750,7.94,111.1,"Not eqipped",,,,,132,
2011,"Nissan","SUZUKI EQUATOR 2WD","Truck",152,4,"Automatic",5,"2-Wheel Drive, Rear",4000,3.92,37.5,"Not eqipped",,,,,30.6,"Three-way catalyst"
2011,"Nissan","TITAN KING-5.6LE SWB","Truck",317,8,"Automatic",5,"2-Wheel Drive, Rear",5500,2.94,26.2,"Not eqipped",,,,,18.6,"Three-way catalyst"
2011,"Porsche","Cayman","Car",265,6,"Automatic",7,"2-Wheel Drive, Rear",3500,3.25,43.1,"Not eqipped",0.00069,0.00732,214.17055,0.006,41.4,"Three-way catalyst"
2011,"Porsche","Cayman S","Car",320,6,"Manual",6,"2-Wheel Drive, Rear",3500,3.89,41.6,"Not eqipped",0.00035,0.0095,241.1267,0.0044,37.1,"Three-way catalyst"
2011,"Porsche","Cayman S","Car",320,6,"Manual",6,"2-Wheel Drive, Rear",3500,3.89,41.6,"Not eqipped",0.00035,0.0095,241.1267,0.0044,36.7,"Three-way catalyst"
2011,"Porsche","Cayman S","Car",320,6,"Automatic",7,"2-Wheel Drive, Rear",3500,3.25,41.9,"Not eqipped",0.00107,0.0108,216.02284,0.0021,41.3,"Three-way catalyst"
2011,"Porsche","Cayman S","Car",320,6,"Automatic",7,"2-Wheel Drive, Rear",3500,3.25,41.9,"Not eqipped",0.00107,0.0108,216.02284,0.0021,41,"Three-way catalyst"
2011,"Porsche","Cayman","Car",265,6,"Manual",6,"2-Wheel Drive, Rear",3375,3.88,42.8,"Not eqipped",0.00114,0.0127,237.2452,0.011,37.3,"Three-way catalyst"
2011,"Porsche","911 Carrera 3.6L","Car",345,6,"Manual",6,"2-Wheel Drive, Rear",3625,3.44,40,"Not eqipped",0.01138,0.01951,249.33,0.0054,35.6,"Three-way catalyst"
2011,"Porsche","Cayenne Turbo","Truck",500,8,"Automatic",8,"All Wheel Drive",5250,2.92,42,"Not eqipped",0,0.02431,296.51336,0.00367,29.9,"Three-way catalyst"
2011,"Porsche","911 Carrera S 3.8L","Car",385,6,"Manual",6,"2-Wheel Drive, Rear",3750,3.44,40.5,"Not eqipped",0.00552,0.0249,245.78149,0.00225,36,"Three-way catalyst"
2011,"Porsche","911 Turbo","Car",500,6,"Manual",6,"2-Wheel Drive, Rear",3875,3.44,35.9,"Not eqipped",0,0.02538,267.30796,0.0034,33.2,"Three-way catalyst"
2011,"Porsche","Cayenne S","Truck",400,8,"Automatic",8,"All Wheel Drive",5000,3.1,43.9,"Not eqipped",0,0.026,280.68138,0.0051,31.6,"Three-way catalyst"
2011,"Porsche","911 Turbo S","Car",530,6,"Automatic",7,"2-Wheel Drive, Rear",4000,3.44,28.2,"Not eqipped",0.00446,0.0274,260.00128,0.0056,34.1,"Three-way catalyst"
2011,"Porsche","Cayenne","Truck",300,6,"Semi-Automatic",8,"All Wheel Drive",5000,3.7,53.7,"Not eqipped",0.0034084,0.0345752,274.6329096,0.0044778,32.3,"Three-way catalyst"
2011,"Porsche","911 Carrera S 3.8L","Car",385,6,"Manual",6,"4-Wheel Drive",3625,3.44,40.5,"Not eqipped",0.01011,0.04173,255.49938,0.00496,34.8,"Three-way catalyst"
2011,"Porsche","911 Turbo S","Car",530,6,"Automatic",7,"2-Wheel Drive, Rear",3875,3.44,28.2,"Not eqipped",0.00661,0.0482,259.4991,0.0054,34.3,"Three-way catalyst"
2011,"Porsche","911 Carrera S 3.8L","Car",385,6,"Automatic",7,"4-Wheel Drive",3875,3.44,49.5,"Not eqipped",0.00283,0.052,239.11226,0.0021,37.1,"Three-way catalyst"
2011,"Porsche","Panamera 4S","Car",400,8,"Automatic",7,"2-Wheel Drive, Rear",4500,3.55,44.2,"Not eqipped",0.00417,0.0546,266.6925,0.00445,33.2,"Three-way catalyst"
2011,"Porsche","Panamera 4S","Car",400,8,"Automatic",7,"All Wheel Drive",4500,3.55,44.2,"Not eqipped",0.00417,0.0546,266.6925,0.00445,33.2,"Three-way catalyst"
2011,"Porsche","911 Carrera 3.6L","Car",345,6,"Automatic",7,"2-Wheel Drive, Rear",3625,3.44,48.9,"Not eqipped",0.0022,0.0578,233.9111,0.00417,37.9,"Three-way catalyst"
2011,"Porsche","911 Carrera S 3.8L","Car",385,6,"Automatic",7,"2-Wheel Drive, Rear",3625,3.44,49.5,"Not eqipped",0.00291,0.06167,240.6722,0.00375,36.8,"Three-way catalyst"
2011,"Porsche","911 Carrera 3.6L","Car",345,6,"Automatic",7,"2-Wheel Drive, Rear",3750,3.44,48.9,"Not eqipped",0.0041,0.06686,237.2815,0.0045,37.4,"Three-way catalyst"
2011,"Porsche","Cayenne","Truck",300,6,"Semi-Automatic",8,"All Wheel Drive",5000,3.7,53.7,"Not eqipped",0.005091,0.0810061,275.0762822,0.0054075,32.3,"Three-way catalyst"
2011,"Porsche","911 Turbo S","Car",530,6,"Automatic",7,"2-Wheel Drive, Rear",4000,3.44,28.2,"Not eqipped",0.0316845,0.0861302,264.164581,0.0115609,33.6,"Three-way catalyst"
2011,"Porsche","911 Carrera 3.6L","Car",345,6,"Automatic",7,"4-Wheel Drive",3750,3.44,48.9,"Not eqipped",0.01004,0.087,241.0208,0.00338,36.8,"Three-way catalyst"
2011,"Porsche","911 Carrera S 3.8L","Car",385,6,"Automatic",7,"2-Wheel Drive, Rear",3750,3.44,49.5,"Not eqipped",0.00386,0.088,239.3723,0.0014,37.1,"Three-way catalyst"
2011,"Porsche","911 GT3","Car",435,6,"Manual",6,"2-Wheel Drive, Rear",3375,3.44,41.7,"Equipped, shifted by survey schedule",0.0065232,0.1042989,312.5799361,0.0062125,28.4,"Three-way catalyst"
2011,"Porsche","911 Carrera S 3.8L","Car",385,6,"Manual",6,"4-Wheel Drive",3750,3.44,40.5,"Not eqipped",0.02845,0.111,257.5078,0.0043,34.3,"Three-way catalyst"
2011,"Porsche","911 GT3","Car",435,6,"Manual",6,"2-Wheel Drive, Rear",3375,3.44,41.7,"Equipped, shifted by survey schedule",0.0049509,0.1139795,309.5147375,0.0046237,28.6,"Three-way catalyst"
2011,"Porsche","911 Carrera S 3.8L","Car",385,6,"Manual",6,"2-Wheel Drive, Rear",3500,3.44,40.5,"Not eqipped",0.0286,0.11514,253.6837,0.00436,34.9,"Three-way catalyst"
2011,"Porsche","911 Carrera 3.6L","Car",345,6,"Automatic",7,"4-Wheel Drive",3875,3.44,48.9,"Not eqipped",0.02998,0.1223,242.8545,0.00615,36.4,"Three-way catalyst"
2011,"Porsche","Cayenne","Truck",300,6,"Manual",6,"All Wheel Drive",5000,3.7,36.6,"Not eqipped",0.00065,0.13014,297.55238,0.00523,29.8,"Three-way catalyst"
2011,"Porsche","911 Carrera S 3.8L","Car",385,6,"Automatic",7,"4-Wheel Drive",3750,3.44,49.5,"Not eqipped",0.00884,0.1513,245.75396,0.00282,36,"Three-way catalyst"
2011,"Porsche","911 Turbo","Car",500,6,"Manual",6,"2-Wheel Drive, Rear",4000,3.44,35.9,"Not eqipped",0,0.1914,267.52916,0.0047,33.1,"Three-way catalyst"
2011,"Porsche","911 GT2RS","Car",530,6,"Manual",6,"2-Wheel Drive, Rear",3500,3.44,32.7,"Not eqipped",0.00036,0.2084,275.21596,0.0049,32.3,"Three-way catalyst"
2011,"Porsche","Panamera","Car",300,6,"Automatic",7,"4-Wheel Drive",4500,3.9,48.7,"Not eqipped",0,0.2204,242.83073,0.0072,36.5,"Three-way catalyst"
2011,"Porsche","Panamera","Car",300,6,"Automatic",7,"2-Wheel Drive, Rear",4250,3.9,48.7,"Not eqipped",0.00165,0.26,237.82242,0.0064,37.3,"Three-way catalyst"
2011,"Porsche","911 Carrera 3.6L","Car",345,6,"Manual",6,"2-Wheel Drive, Rear",3500,3.44,40,"Not eqipped",0.08523,0.28006,253.3249,0.01149,34.9,"Three-way catalyst"
2011,"Porsche","Panamera Turbo","Car",500,8,"Automatic",7,"All Wheel Drive",4750,3.15,38.8,"Not eqipped",0.00196,0.337,276.5349,0.00322,32,"Three-way catalyst"
2011,"Porsche","911 Carrera 3.6L","Car",345,6,"Manual",6,"4-Wheel Drive",3625,3.44,40,"Not eqipped",0.0965,0.3583,259.093,0.01184,34.1,"Three-way catalyst"
2011,"Porsche","911 Carrera 3.6L","Car",345,6,"Manual",6,"4-Wheel Drive",3750,3.44,40,"Not eqipped",0.11324,0.3985,249.76455,0.00854,35.3,"Three-way catalyst"
2011,"Rolls-Royce","Ghost","Car",563,12,"Automatic",8,"2-Wheel Drive, Rear",5500,2.81,22.3,"Not eqipped",0,0.2105,324.89,0.0035,27.3,"Three-way catalyst"
2011,"Rolls-Royce","Phantom","Car",453,12,"Semi-Automatic",6,"2-Wheel Drive, Rear",6000,3.46,26.6,"Not eqipped",0.00057,0.3918,368.14,0.0001,24.2,"Three-way catalyst"
2011,"SCNA","9-5 SEDAN AWD","Car",300,6,"Semi-Automatic",6,"All Wheel Drive",4500,3.2,28.7,"Not eqipped",0.00056,0.0127,232.803,0.00153,37.6,"Three-way catalyst"
2011,"SCNA","9-3 CONVERTIBLE","Car",207,4,"Manual",6,"2-Wheel Drive, Front",4000,3.55,30.1,"Not eqipped",0.005,0.02,205,0,40.5,"Three-way catalyst"
2011,"SCNA","9-3 SEDAN AWD","Car",207,4,"Manual",6,"All Wheel Drive",4000,3.76,31.2,"Not eqipped",0.005,0.02,205,0,41,"Three-way catalyst"
2011,"SCNA","9-3 SPORT SEDAN","Car",207,4,"Manual",6,"2-Wheel Drive, Front",3625,3.55,29.9,"Not eqipped",0.005,0.02,205,0,43.1,"Three-way catalyst"
2011,"SCNA","9-3 SEDAN AWD","Car",210,4,"Semi-Automatic",6,"All Wheel Drive",4000,3.33,30.8,"Not eqipped",0.01917,0.02638,244.039,0.00333,36.4,"Three-way catalyst"
2011,"SCNA","9-3 SEDAN AWD","Car",210,4,"Semi-Automatic",6,"All Wheel Drive",4000,3.33,30.8,"Not eqipped",0.01917,0.02638,244.039,0.00333,38.7,"Three-way catalyst"
2011,"SCNA","9-3 CONVERTIBLE","Car",210,4,"Semi-Automatic",5,"2-Wheel Drive, Front",4000,2.44,33.4,"Not eqipped",0.01366,0.05881,237.914,0.0053,37,"Three-way catalyst"
2011,"SCNA","9-3 SPORTCOMBI","Car",210,4,"Semi-Automatic",5,"2-Wheel Drive, Front",3875,2.44,33.1,"Not eqipped",0.01366,0.05881,237.914,0.0053,37.4,"Three-way catalyst"
2011,"SCNA","9-3 SPORT SEDAN","Car",210,4,"Semi-Automatic",5,"2-Wheel Drive, Front",3750,2.44,33.1,"Not eqipped",0.01819,0.08548,237.137,0.0027,39,"Three-way catalyst"
2011,"SCNA","9-3 SPORT SEDAN","Car",210,4,"Semi-Automatic",5,"2-Wheel Drive, Front",3750,2.44,33.1,"Not eqipped",0.01819,0.08548,237.137,0.0027,39,"Three-way catalyst"
2011,"SCNA","9-3 SPORTCOMBI","Car",210,4,"Semi-Automatic",5,"2-Wheel Drive, Front",3875,2.44,33.4,"Not eqipped",0.01819,0.08548,237.137,0.0027,38.7,"Three-way catalyst"
2011,"SCNA","9-3 SPORTCOMBI","Car",210,4,"Semi-Automatic",5,"2-Wheel Drive, Front",3875,2.44,33.4,"Not eqipped",0.01819,0.08548,237.137,0.0027,38.7,"Three-way catalyst"
2011,"SCNA","9-5 SEDAN","Car",220,4,"Manual",6,"2-Wheel Drive, Front",4000,3.76,30.3,"Not eqipped",0.0052,0.087,184.799,0.0037,32.7,"Three-way catalyst"
2011,"SCNA","9-3 CONVERTIBLE","Car",210,4,"Semi-Automatic",5,"2-Wheel Drive, Front",4000,2.44,33.4,"Not eqipped",0.02324,0.08746,237.773,0.00184,36.9,"Three-way catalyst"
2011,"SCNA","9-3 SPORTCOMBI","Car",210,4,"Semi-Automatic",5,"2-Wheel Drive, Front",3875,2.44,33.1,"Not eqipped",0.02324,0.08746,237.773,0.00184,37.4,"Three-way catalyst"
2011,"SCNA","9-5 SEDAN","Car",220,4,"Semi-Automatic",6,"2-Wheel Drive, Front",4250,3.33,29.9,"Not eqipped",0.0070951,0.160585,224.909,0.0010034,29.5,"Three-way catalyst"
2011,"SCNA","9-5 SEDAN","Car",220,4,"Semi-Automatic",6,"2-Wheel Drive, Front",4250,3.33,29.7,"Not eqipped",0.0070951,0.160585,224.909,0.0010034,29.7,"Three-way catalyst"
2011,"SCNA","9-5 SEDAN","Car",220,4,"Manual",6,"2-Wheel Drive, Front",4000,3.76,30.3,"Not eqipped",0.004,0.28,186.321,0.007,46.9,"Three-way catalyst"
2011,"SCNA","9-5 SEDAN","Car",220,4,"Semi-Automatic",6,"2-Wheel Drive, Front",4250,3.33,29.9,"Not eqipped",0.0012128,0.340486,237.684,0.000866,39.4,"Three-way catalyst"
2011,"SCNA","9-5 SEDAN","Car",220,4,"Semi-Automatic",6,"2-Wheel Drive, Front",4250,3.33,29.7,"Not eqipped",0.0012128,0.340486,237.684,0.000866,39.7,"Three-way catalyst"
2011,"Subaru","IMPREZA WGN/OUTBACK SPT AWD","Both",170,,"Manual",5,"All Wheel Drive",3375,3.9,42.4,"Not eqipped",0.0004,0.0005,240.1078,0.0021,37,
2011,"Subaru","IMPREZA WGN/OUTBACK SPT AWD","Both",170,,"Manual",5,"All Wheel Drive",3375,3.9,42.6,"Not eqipped",0.0006,0.0034,237.364,0.002,37.5,
2011,"Subaru","IMPREZA WGN/OUTBACK SPT AWD","Both",170,,"Manual",5,"All Wheel Drive",3375,3.9,42.6,"Not eqipped",0.0003,0.0036,234.2589,0.0021,38,
2011,"Subaru","IMPREZA WGN/OUTBACK SPT AWD","Both",170,,"Semi-Automatic",4,"All Wheel Drive",3500,4.11,39.9,"Not eqipped",0.0002,0.0043,243.2557,0.0026,36.6,
2011,"Subaru","IMPREZA WGN/OUTBACK SPT AWD","Both",170,,"Semi-Automatic",4,"All Wheel Drive",3500,4.11,39.9,"Not eqipped",0.0005,0.0044,239.1271,0.0029,37.2,
2011,"Subaru","IMPREZA WGN/OUTBACK SPT AWD","Both",170,,"Semi-Automatic",4,"All Wheel Drive",3500,4.11,39.8,"Not eqipped",0.0006,0.0046,248.4721,0.0038,35.8,
2011,"Subaru","LEGACY SDN 4WD","Both",256,6,"Manual",5,"All Wheel Drive",3875,3.08,34.5,"Not eqipped",0.0003,0.01,258,0.003,34.4,"Three-way catalyst"
2011,"Subaru","OUTBACK AWD","Both",256,6,"Automatic",5,"All Wheel Drive",4000,3.08,32.8,"Not eqipped",0.0005,0.01,265,0.004,33.5,"Three-way catalyst"
2011,"Subaru","OUTBACK AWD","Both",256,6,"Automatic",5,"All Wheel Drive",3875,3.08,32.8,"Not eqipped",0.0003,0.01,262,0.017,33.9,"Three-way catalyst"
2011,"Subaru","LEGACY SDN AWD","Both",170,4,"Continuously Variable",1,"All Wheel Drive",3625,3.7,28.4,"Not eqipped",0.0031025,0.0183288,211.0910664,0.003902,42.1,"Three-way catalyst"
2011,"Subaru","LEGACY SDN 4WD","Both",256,6,"Automatic",5,"All Wheel Drive",3875,3.08,34.5,"Not eqipped",0.0006,0.02,257,0.007,34.6,"Three-way catalyst"
2011,"Subaru","LEGACY SDN AWD","Both",170,4,"Manual",6,"All Wheel Drive",3625,4.11,37.6,"Not eqipped",0.0021,0.02,232,0.002,38.3,"Three-way catalyst"
2011,"Subaru","OUTBACK AWD","Both",256,6,"Automatic",5,"All Wheel Drive",4000,3.08,32.8,"Not eqipped",0.0006,0.02,258,0.006,34.5,"Three-way catalyst"
2011,"Subaru","OUTBACK AWD","Both",256,6,"Automatic",5,"All Wheel Drive",3875,3.08,32.8,"Not eqipped",0.0001,0.02,260,0.005,34.2,"Three-way catalyst"
2011,"Subaru","OUTBACK AWD","Both",170,4,"Manual",6,"All Wheel Drive",3750,4.44,37.4,"Not eqipped",0.0001,0.02,241,0.002,36.9,"Three-way catalyst"
2011,"Subaru","OUTBACK AWD","Both",170,4,"Manual",6,"All Wheel Drive",3750,4.44,37.4,"Not eqipped",0.0014,0.02,238,0.002,37.3,"Three-way catalyst"
2011,"Subaru","FORESTER AWD","Both",170,4,"Semi-Automatic",4,"All Wheel Drive",3625,4.44,40.4,"Not eqipped",0.0004,0.03,241,0.003,37,"Three-way catalyst"
2011,"Subaru","OUTBACK AWD","Both",170,4,"Manual",6,"All Wheel Drive",3750,4.44,37.4,"Not eqipped",0,0.03,244,0.001,36.4,"Three-way catalyst"
